song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,audio_valence
48,254540,0.697,0.456,0.356,0,6,0.102,-6.062,0.0353,85.773,0.154
28,333373,0.412,0.445,0.589,3.35E-05,3,0.09,-5.571,0.0394,132.994,0.526
76,230226,0.0285,0.573,0.739,0,0,0.111,-5.74,0.129,97.085,0.451
47,286120,0.178,0.622,0.749,0.603,9,0.111,-10.201,0.0301,145.018,0.78
46,192454,0.986,0.703,0.197,0.847,3,0.105,-13.852,0.0445,116.021,0.133
55,160293,0.234,0.819,0.839,1.74E-05,6,0.137,-3.663,0.0682,98.968,0.81
95,229412,0.0984,0.442,0.585,0.391,0,0.14,-10.332,0.0964,97.565,0.116
24,176103,0.306,0.676,0.586,0,7,0.0937,-6.271,0.063,76.991,0.45
98,173799,0.555,0.56,0.68,0,6,0.116,-7.648,0.321,89.391,0.319
57,265746,0.299,0.396,0.802,0,1,0.0822,-6.428,0.26,138.152,0.648
60,350741,0.974,0.435,0.234,4.27E-06,7,0.131,-8.674,0.0369,102.304,0.353
70,217933,0.00623,0.735,0.482,0.0144,8,0.448,-9.445,0.139,181.995,0.315
96,196373,0.697,0.553,0.586,0,11,0.0813,-6.319,0.0362,126.684,0.443
67,257440,0.42,0.495,0.609,0,7,0.187,-9.902,0.0339,135.671,0.33
50,246081,0.0329,0.916,0.546,2.48E-06,6,0.117,-5.118,0.0495,95.007,0.916
96,244679,0.0627,0.876,0.786,0,10,0.127,-4.884,0.306,153.068,0.575
20,121306,0.7,0.449,0.379,0.000271,10,0.117,-8.623,0.0387,86.594,0.455
61,263426,0.0155,0.774,0.734,1.71E-05,6,0.0933,-6.536,0.0777,118.021,0.639
0,206786,0.214,0.944,0.721,1.65E-05,11,0.0757,-6.502,0.0634,130.015,0.673
66,258506,0.124,0.794,0.95,7.71E-05,1,0.133,-8.78,0.294,94.984,0.324
31,335333,0.629,0.347,0.528,8.98E-06,4,0.0761,-10.073,0.0393,122.678,0.385
70,230693,0.129,0.648,0.718,0.00156,9,0.112,-7.765,0.0298,96.017,0.785
26,164946,0.317,0.539,0.757,0,8,0.214,-3.457,0.0413,143.453,0.932
29,213320,0.00104,0.69,0.871,0.486,6,0.287,-7.445,0.0767,131.962,0.585
32,194680,0.0557,0.821,0.727,0,1,0.0687,-5.895,0.161,121.972,0.457
70,211851,0.249,0.389,0.431,0,7,0.13,-8.061,0.0344,142.14,0.275
8,237106,0.000148,0.499,0.938,0.0204,6,0.302,-3.806,0.0606,145.047,0.479
51,341973,0.586,0.665,0.502,0,7,0.19,-11.045,0.0258,88.295,0.81
66,251184,0.789,0.343,0.539,0.157,0,0.108,-9.72,0.0297,142.065,0.228
50,201094,0.0628,0.554,0.75,2.15E-05,11,0.297,-7.972,0.0434,153.985,0.38
61,190476,0.0135,0.702,0.796,5.56E-06,9,0.15,-3.129,0.0522,125.998,0.61
72,233028,0.2,0.667,0.478,0,2,0.0927,-5.345,0.0316,113.502,0.337
6,334263,0.711,0.595,0.718,0,11,0.157,-4.589,0.396,84.615,0.599
82,238440,0.355,0.761,0.386,0,4,0.0953,-6.158,0.0399,134.943,0.526
23,155893,0.00519,0.633,0.995,0.503,8,0.232,-4.924,0.0992,128.04,0.387
0,260315,0.924,0.294,0.158,0.0964,8,0.109,-15.491,0.0325,99.75,0.0869
52,184000,0.0389,0.448,0.891,1.32E-05,6,0.539,-3.602,0.13,121.87,0.317
84,258475,0.0381,0.742,0.579,0,0,0.0952,-5.024,0.202,144.994,0.502
4,240800,0.809,0.308,0.305,9.55E-05,10,0.096,-10.669,0.0309,125.243,0.145
11,210000,0.000323,0.634,0.804,0.0926,7,0.0643,-8.36,0.275,159.964,0.399
76,211493,0.0285,0.549,0.853,0.000296,7,0.618,-4.293,0.188,94.695,0.346
76,190533,0.752,0.675,0.604,0,1,0.111,-6.266,0.193,168.034,0.456
27,288876,0.0533,0.599,0.667,0,7,0.134,-4.267,0.0367,80.984,0.817
52,174340,0.0491,0.734,0.423,0,7,0.106,-9.379,0.337,87.951,0.284
73,217573,0.00437,0.667,0.818,0.761,8,0.288,-9.149,0.0594,136.957,0.761
60,271066,0.0326,0.848,0.838,4.63E-06,4,0.124,-11.949,0.0723,97.735,0.774
67,267826,0.229,0.668,0.472,3.58E-06,11,0.145,-7.912,0.0544,83.17,0.651
35,222960,0.434,0.482,0.721,0,10,0.0913,-5.899,0.308,132.108,0.775
55,271760,0.305,0.647,0.734,0,1,0.425,-6.094,0.166,146.163,0.578
89,163636,0.151,0.734,0.765,0,7,0.231,-5.562,0.0621,109.989,0.518
64,199906,0.266,0.48,0.626,5.70E-05,5,0.0857,-8.406,0.0294,75.63,0.542
56,247693,0.188,0.825,0.552,0,7,0.138,-7.701,0.0588,95.985,0.805
45,253790,0.107,0.927,0.564,8.29E-05,8,0.141,-5.284,0.0964,123.994,0.499
74,188272,0.0244,0.837,0.802,0.00874,4,0.307,-6.507,0.188,127.008,0.453
35,229848,0.231,0.755,0.789,0,5,0.351,-4.502,0.146,93.973,0.737
46,206439,0.131,0.579,0.661,1.36E-06,4,0.288,-8.352,0.148,113.357,0.163
57,193146,0.0543,0.625,0.576,4.07E-05,11,0.187,-5.693,0.175,179.063,0.235
24,275253,0.439,0.82,0.717,0.00107,8,0.236,-6.191,0.0722,104.005,0.843
32,282560,0.000766,0.536,0.959,0.0533,2,0.22,-5.126,0.076,111.012,0.39
36,217894,0.895,0.66,0.234,0.785,0,0.122,-18.122,0.0434,151.934,0.388
41,212840,0.00639,0.563,0.976,2.23E-06,0,0.84,-5.214,0.0581,104.986,0.218
70,191400,0.000728,0.556,0.763,6.79E-06,6,0.071,-3.952,0.0413,138.986,0.814
36,153661,0.000359,0.363,0.909,1.11E-05,11,0.773,-6.291,0.3,153.496,0.397
60,82250,0.339,0.758,0.212,0.859,1,0.115,-12.426,0.168,87.928,0.517
39,252574,0.0572,0.543,0.76,0.77,0,0.451,-7.166,0.0328,133.975,0.0906
75,155351,0.0732,0.918,0.602,1.94E-05,1,0.417,-8.891,0.0603,110.996,0.81
75,153693,0.406,0.653,0.519,0.0209,2,0.101,-10.164,0.0497,98.883,0.822
75,270773,0.447,0.634,0.63,0.039,1,0.17,-8.277,0.031,118.628,0.489
48,255500,0.994,0.304,0.00163,0.903,6,0.14,-31.921,0.0444,68.815,0.0569
59,284000,0.699,0.494,0.194,2.98E-05,0,0.0803,-8.965,0.0352,135.753,0.161
91,225199,0.071,0.826,0.615,0,8,0.0965,-7.979,0.219,98.056,0.543
31,132584,0.00913,0.575,0.719,0.408,0,0.109,-6.921,0.206,116.505,0.509
34,211069,0.587,0.636,0.581,1.01E-05,0,0.0486,-9.27,0.303,155.884,0.577
59,208351,0.376,0.522,0.558,0,6,0.162,-5.497,0.126,182.021,0.403
55,188969,0.0832,0.562,0.597,0,6,0.119,-5.561,0.201,99.712,0.439
87,218868,0.0445,0.74,0.669,0,0,0.184,-5.199,0.0373,122.007,0.536
58,304880,0.000351,0.584,0.899,0.0559,3,0.112,-5.133,0.0362,118.017,0.662
70,236800,0.203,0.9,0.619,0.00156,4,0.0647,-6.518,0.312,94.121,0.864
76,208173,0.962,0.424,0.437,0.336,2,0.664,-8.588,0.0355,174.127,0.131
6,392840,0.795,0.63,0.28,0.0402,0,0.132,-10.316,0.0471,97.536,0.511
22,249731,0.36,0.496,0.85,0.00402,11,0.139,-6.341,0.0405,82.512,0.143
23,225866,0.251,0.794,0.756,0.000611,9,0.122,-11.331,0.0343,124.25,0.759
62,199200,0.797,0.734,0.354,0,4,0.278,-6.323,0.0285,100.071,0.468
53,293880,0.825,0.735,0.61,0.203,2,0.121,-8.296,0.0444,85.954,0.661
63,209026,0.107,0.636,0.891,0.0337,6,0.215,-5.946,0.0589,124.005,0.595
47,168414,0.177,0.603,0.617,0.468,11,0.188,-6.89,0.0709,136.066,0.229
66,142500,0.385,0.649,0.535,0.000422,6,0.12,-12.017,0.224,84.466,0.843
80,251466,0.0186,0.757,0.672,0,0,0.158,-6.524,0.0955,111.996,0.382
31,168733,0.046,0.656,0.931,0,1,0.0543,-5.827,0.0976,144.747,0.909
58,147615,0.0312,0.748,0.779,0,1,0.0721,-4.28,0.0498,130.027,0.326
66,212920,0.205,0.747,0.533,0,1,0.119,-6.326,0.0403,139.937,0.38
63,261666,0.79,0.533,0.152,2.46E-05,2,0.148,-14.996,0.0302,143.972,0.132
44,252826,0.356,0.504,0.708,0.0204,7,0.113,-10.991,0.0407,167.808,0.964
58,190786,0.408,0.616,0.754,3.45E-06,7,0.127,-7.312,0.0689,117.924,0.376
43,645000,0.0632,0.494,0.657,0.449,7,0.0849,-7.543,0.0397,118.194,0.737
69,162187,0.119,0.563,0.954,0.168,7,0.27,-1.835,0.0283,128.014,0.788
51,86334,0.587,0.717,0.103,0.803,11,0.111,-10.601,0.0925,88.989,0.39
33,146733,0.172,0.921,0.384,1.03E-06,5,0.0748,-17.658,0.0714,110.852,0.966
48,191148,0.0118,0.875,0.803,0,0,0.345,-4.112,0.145,140.014,0.962
31,185813,0.0288,0.486,0.942,0.144,2,0.139,-3.471,0.133,179.914,0.608
61,228066,0.0657,0.574,0.93,7.78E-06,1,0.108,-2.949,0.0413,92.303,0.69
37,255310,0.0108,0.754,0.73,0.00524,6,0.0237,-8.608,0.0352,128.026,0.964
67,139876,0.954,0.542,0.0501,0.891,2,0.0912,-17.623,0.0328,110.739,0.0634
10,208484,0.612,0.697,0.907,0.282,3,0.0624,-5.13,0.092,98.953,0.542
70,200013,0.269,0.72,0.861,5.11E-06,11,0.601,-4.339,0.209,126.991,0.669
97,184560,0.176,0.694,0.77,1.10E-05,6,0.118,-5.335,0.149,125.905,0.163
56,160400,0.635,0.393,0.553,0,0,0.676,-6.719,0.22,187.673,0.164
38,187760,0.847,0.215,0.709,0.000237,10,0.125,-7.4,0.0355,166.15,0.553
49,326640,0.414,0.694,0.658,0.000483,0,0.0485,-9.215,0.0368,159.208,0.746
75,288733,0.546,0.522,0.559,0.00565,6,0.188,-13.641,0.0387,176.894,0.908
75,241910,0.00697,0.437,0.719,3.86E-05,6,0.0765,-4.569,0.0376,169.976,0.284
60,176500,0.00306,0.615,0.827,1.57E-05,2,0.222,-4.796,0.0327,126.012,0.0695
19,234960,0.0343,0.595,0.617,0.000135,6,0.383,-10.455,0.117,85.387,0.823
74,183140,0.162,0.623,0.828,0,3,0.0976,-4.272,0.0565,82.059,0.953
14,137647,0.0238,0.877,0.61,0.611,10,0.115,-7.817,0.0731,135.951,0.634
49,219051,0.000289,0.606,0.758,0.11,5,0.143,-5.721,0.027,116.043,0.435
50,193480,0.118,0.81,0.558,5.42E-06,2,0.0779,-7.253,0.0516,146.849,0.639
73,161973,0.106,0.524,0.913,0.000131,3,0.177,-3.069,0.05,123.936,0.644
65,211400,0.874,0.47,0.228,2.48E-05,3,0.133,-13.651,0.0316,116.947,0.14
61,246500,0.841,0.624,0.214,0,2,0.701,-9.471,0.0457,125.149,0.3
18,365760,0.349,0.413,0.514,0.000624,2,0.0807,-7.934,0.0327,107.641,0.148
40,201146,0.452,0.572,0.953,0,9,0.0313,-4.355,0.0625,192.304,0.972
4,191320,0.991,0.155,0.087,0.933,2,0.635,-26.906,0.0609,70.617,0.0388
34,196051,0.0043,0.585,0.928,0,5,0.275,-4.939,0.0607,104.007,0.547
44,174293,0.00664,0.547,0.665,0,2,0.109,-5.442,0.0556,119.884,0.79
55,299142,0.386,0.441,0.525,0.000609,4,0.185,-6.946,0.0392,104.575,0.232
69,206773,0.000209,0.968,0.353,2.48E-06,6,0.094,-7.422,0.331,130.016,0.0971
83,200373,0.0319,0.731,0.861,0,11,0.0829,-5.881,0.0323,104.034,0.78
68,131280,0.994,0.336,0.0331,0.936,6,0.0892,-26.416,0.042,106.361,0.0599
13,218333,0.972,0.506,0.265,0.00355,11,0.112,-12.215,0.0289,92.039,0.5
41,212373,0.0136,0.732,0.543,0,1,0.0819,-6.018,0.124,146.047,0.572
67,240026,0.0278,0.725,0.64,0,5,0.099,-7.905,0.332,166.029,0.915
74,219466,0.0375,0.526,0.891,0,6,0.375,-1.549,0.0482,94.095,0.804
89,201707,0.0956,0.708,0.648,0,6,0.134,-5.626,0.0449,143.955,0.338
70,190720,0.173,0.68,0.738,0.00036,6,0.37,-4.881,0.0331,105.015,0.675
66,228133,0.361,0.257,0.412,8.68E-05,1,0.0702,-11.788,0.0287,152.126,0.858
6,192573,0.335,0.855,0.794,4.38E-06,0,0.0711,-6.498,0.0557,96.013,0.751
58,274840,0.00116,0.766,0.52,0.0189,7,0.3,-9.371,0.105,79.838,0.556
60,250453,0.00087,0.475,0.644,0.279,9,0.123,-7.782,0.0326,149.838,0.568
70,208026,0.659,0.77,0.607,0,10,0.159,-6.102,0.372,150.006,0.747
28,161120,0.866,0.827,0.271,0,4,0.101,-11.885,0.204,102.831,0.83
55,248586,0.00773,0.643,0.627,0.00259,8,0.123,-10.972,0.0405,114.477,0.725
46,192007,0.238,0.677,0.371,0.699,11,0.106,-16.424,0.0782,80.021,0.0465
80,229826,0.145,0.901,0.697,0,9,0.287,-3.439,0.28,93.941,0.67
48,189773,0.00713,0.639,0.943,0.0348,11,0.208,-3.632,0.0403,123.045,0.365
0,196640,0.235,0.893,0.634,0,11,0.0238,-2.446,0.304,93.983,0.857
53,102077,0.818,0.562,0.377,0.792,1,0.116,-14.323,0.427,72.807,0.12
35,234000,0.0684,0.871,0.685,0,2,0.0898,-4.873,0.129,125.04,0.255
56,242000,0.0125,0.58,0.844,0.000222,1,0.0693,-5.026,0.0584,119.964,0.196
7,314280,0.019,0.752,0.902,0,0,0.0518,-5.067,0.0508,135.982,0.56
31,203892,0.29,0.615,0.875,0,5,0.557,-4.136,0.282,115.092,0.474
79,210200,0.299,0.541,0.522,0,0,0.775,-5.997,0.044,129.853,0.255
79,267933,0.209,0.563,0.592,5.08E-05,9,0.132,-4.571,0.0276,104.016,0.136
41,226506,0.43,0.429,0.922,3.45E-06,1,0.157,-4.176,0.35,213.226,0.93
72,177973,0.366,0.827,0.613,1.25E-05,8,0.093,-5.34,0.0621,137.96,0.747
49,193529,0.0169,0.607,0.852,0.603,4,0.364,-5.106,0.0347,127.996,0.718
43,157174,0.934,0.511,0.145,2.64E-06,10,0.123,-9.827,0.0335,128.138,0.547
54,195850,0.901,0.379,0.194,1.19E-05,9,0.139,-12.644,0.0438,170.097,0.436
64,223173,0.0395,0.612,0.593,0,1,0.484,-6.294,0.458,130.583,0.883
23,258613,0.000807,0.409,0.892,0,2,0.207,-4.373,0.0336,174.426,0.651
75,127920,0.46,0.607,0.789,0.907,9,0.128,-8.87,0.0278,100.351,0.16
59,302218,0.149,0.727,0.693,0.00191,0,0.156,-6.008,0.0241,100.978,0.671
5,207413,0.015,0.586,0.967,1.61E-05,11,0.17,-4.894,0.236,103.537,0.476
44,216360,0.145,0.767,0.575,0.000905,1,0.115,-7.488,0.0325,130.021,0.796
2,347800,0.0836,0.866,0.681,0.0159,3,0.0433,-6.587,0.0534,109.492,0.974
79,246088,0.367,0.6,0.304,5.93E-06,5,0.0864,-11.969,0.0915,61.579,0.17
46,211600,0.00509,0.714,0.504,4.22E-05,5,0.425,-12.037,0.0337,119.849,0.735
55,201426,0.000253,0.611,0.981,0.0155,6,0.0656,-3.503,0.0516,115.97,0.522
17,260004,0.839,0.686,0.172,1.81E-05,1,0.0793,-8.722,0.0329,112.655,0.197
66,175318,0.993,0.316,0.00843,0.962,5,0.239,-30.838,0.0462,70.891,0.263
39,224500,2.66E-05,0.242,0.957,0.000409,5,0.236,-3.621,0.123,186.151,0.504
39,350920,1.94E-05,0.264,0.841,0.834,2,0.109,-6.31,0.0321,150.102,0.716
64,214040,0.000252,0.575,0.854,0.676,1,0.351,-5.847,0.0362,113.075,0.587
31,138853,0.445,0.705,0.66,0,0,0.065,-9.349,0.0322,139.379,0.972
66,173000,0.507,0.635,0.544,0,1,0.262,-9.317,0.415,136.431,0.65
75,175200,0.41,0.799,0.676,0.000777,2,0.325,-5.644,0.169,104.956,0.91
86,258986,0.607,0.614,0.379,0.000464,4,0.0986,-10.48,0.0476,107.989,0.201
51,173829,0.718,0.645,0.428,0,0,0.133,-10.917,0.292,129.641,0.572
69,223546,0.0856,0.679,0.509,0,4,0.438,-7.31,0.0617,144.29,0.534
34,200176,0.294,0.717,0.964,2.55E-06,1,0.308,-2.083,0.315,178.083,0.605
10,271293,0.034,0.55,0.625,0.62,0,0.141,-7.528,0.032,120.027,0.215
66,201866,0.000312,0.519,0.934,0.00457,7,0.137,-7.137,0.0471,138.162,0.586
15,196010,0.0612,0.823,0.651,0,11,0.117,-4.938,0.0466,121.021,0.744
87,209273,0.544,0.515,0.479,0.00598,3,0.191,-7.458,0.0261,88.964,0.284
15,233142,0.000228,0.685,0.59,0.96,0,0.0862,-7.101,0.0481,140.076,0.513
25,193041,0.00187,0.419,0.735,0,10,0.189,-7.998,0.404,159.391,0.552
80,168000,0.0122,0.439,0.891,0,0,0.547,-4.764,0.057,148.599,0.695
72,223640,0.047,0.595,0.723,0.0286,7,0.0995,-8.256,0.0349,108.043,0.272
78,259933,0.154,0.468,0.64,0,0,0.154,-5.862,0.0275,79.297,0.499
51,180640,0.223,0.689,0.734,4.54E-05,6,0.126,-5.207,0.0541,80.077,0.962
90,217653,0.187,0.836,0.799,0,7,0.092,-4.247,0.0873,94.033,0.772
34,230439,0.162,0.71,0.814,0,10,0.16,-4.575,0.0561,155.02,0.714
76,252133,0.113,0.8,0.956,0,11,0.107,-4.432,0.178,90.025,0.65
45,250520,0.292,0.828,0.89,4.67E-05,6,0.196,-6.094,0.224,173.954,0.842
71,210853,0.444,0.74,0.831,0.00304,5,0.0769,-7.321,0.0456,121.034,0.448
4,265906,1.84E-05,0.302,0.819,0.000416,11,0.0568,-11.364,0.0824,102.048,0.309
62,269586,1.90E-05,0.529,0.801,0.107,0,0.0732,-4.526,0.0321,119.99,0.454
61,273008,0.76,0.569,0.483,4.75E-05,2,0.106,-7.111,0.0421,96.502,0.624
44,272813,0.137,0.685,0.9,0,5,0.2,-4.626,0.151,111.991,0.779
67,198658,0.43,0.559,0.379,0,5,0.0649,-7.217,0.0955,172.095,0.791
55,182080,0.132,0.807,0.321,0.000289,0,0.1,-8.147,0.0571,94.994,0.305
78,215360,0.167,0.739,0.511,1.34E-06,9,0.133,-7.844,0.0362,96.038,0.542
41,150453,0.0267,0.679,0.84,0.924,2,0.114,-13.147,0.0469,140.221,0.817
52,241440,0.226,0.656,0.816,1.02E-05,7,0.264,-8.553,0.029,133.237,0.962
63,161773,0.19,0.609,0.845,0.0158,2,0.2,-5.766,0.034,119.926,0.337
87,179693,0.352,0.746,0.703,0,4,0.331,-4.179,0.107,166.043,0.667
53,275080,0.0417,0.635,0.66,0,7,0.351,-4.847,0.357,82.16,0.193
56,191662,0.99,0.592,0.0381,0.938,2,0.108,-22.191,0.0437,56.985,0.0784
28,223259,0.206,0.611,0.412,0,8,0.1,-7.445,0.202,116.078,0.116
34,212000,0.3,0.797,0.884,0,7,0.238,-3.722,0.301,90.013,0.751
75,209266,0.00434,0.647,0.964,0.0036,9,0.15,-4.225,0.06,126.942,0.875
56,253333,0.075,0.345,0.79,0.000165,2,0.101,-2.761,0.065,179.849,0.208
66,166722,0.00504,0.864,0.743,0.0708,7,0.059,-6.431,0.0889,117.937,0.887
38,141187,0.00563,0.708,0.548,0.671,10,0.101,-6.251,0.0702,159.993,0.607
91,207029,0.579,0.503,0.741,1.49E-06,4,0.0712,-5.128,0.047,88.335,0.458
71,244333,0.142,0.545,0.582,0,8,0.144,-7.377,0.0368,147.082,0.536
70,278066,0.0507,0.709,0.589,0,8,0.0585,-7.776,0.0433,133.922,0.58
53,240146,0.951,0.415,0.11,0.00236,1,0.0962,-14.901,0.0388,81.876,0.234
79,230760,0.00552,0.276,0.715,0.000417,0,0.201,-5.356,0.0432,137.028,0.173
55,214106,0.0356,0.489,0.865,7.11E-05,7,0.499,-3.694,0.0786,144.941,0.4
95,217822,0.172,0.635,0.902,0,0,0.125,-3.559,0.109,102.063,0.286
54,218000,5.23E-05,0.669,0.848,0.931,4,0.0943,-9.412,0.05,125.881,0.515
62,274213,0.00043,0.632,0.789,0.00144,11,0.356,-6.61,0.0557,98.986,0.35
75,211933,0.00165,0.619,0.67,0.0109,11,0.331,-10.319,0.0353,129.267,0.777
23,156946,0.571,0.663,0.645,0.0366,5,0.287,-5.905,0.0484,127.498,0.701
53,236242,0.0587,0.377,0.866,0,6,0.107,-3.3,0.0768,168.968,0.226
79,238733,0.0116,0.596,0.869,0.173,10,0.0678,-11.97,0.037,109.902,0.944
27,178613,0.0305,0.714,0.733,0.00101,11,0.181,-5.495,0.034,140.006,0.872
68,253848,0.617,0.629,0.586,0.0803,1,0.129,-8.562,0.0269,102.995,0.526
15,274826,0.128,0.563,0.432,0.00281,0,0.112,-11.43,0.0264,106.02,0.15
25,197906,0.0862,0.742,0.788,0.00768,1,0.292,-10.803,0.0669,130.849,0.514
43,169711,0.125,0.849,0.798,0,10,0.127,-4.816,0.314,139.96,0.89
71,238400,0.000671,0.509,0.843,0.000803,1,0.348,-3.318,0.0488,140.055,0.332
57,110653,0.478,0.463,0.747,0,10,0.232,-7.559,0.0704,159.661,0.861
50,244000,0.978,0.221,0.176,0.975,0,0.0871,-23.843,0.0413,97.489,0.114
65,216880,0.0352,0.693,0.709,3.40E-06,9,0.0688,-5.787,0.0608,79.237,0.889
47,302546,0.487,0.858,0.896,0,9,0.235,-2.344,0.26,96,0.783
16,212016,0.116,0.665,0.33,0,3,0.0683,-9.685,0.0785,74.958,0.372
51,225666,0.832,0.592,0.426,0.0908,2,0.115,-15.107,0.0305,107.747,0.285
60,399693,0.00582,0.403,0.88,0.000508,0,0.319,-5.872,0.0532,100.457,0.235
49,197250,0.000337,0.511,0.97,1.40E-05,5,0.402,-2.299,0.0531,160.044,0.269
47,134661,0.404,0.736,0.878,0,10,0.0646,-5.29,0.218,155.064,0.804
17,248888,0.104,0.653,0.334,0.0401,0,0.109,-11.338,0.0272,81.052,0.108
63,246333,0.0189,0.564,0.945,0,1,0.359,-4.705,0.0493,101.003,0.399
56,200826,0.235,0.762,0.318,6.12E-06,9,0.138,-16.046,0.0355,130.516,0.677
0,174253,2.00E-05,0.298,0.931,0.404,2,0.339,-6.185,0.13,135.97,0.404
59,275260,0.0574,0.806,0.714,0.897,4,0.0705,-9.713,0.0837,120.002,0.528
46,198693,0.0848,0.654,0.429,0,10,0.133,-10.247,0.0335,105.009,0.119
14,274693,0.1,0.378,0.505,4.87E-05,0,0.0843,-7.406,0.044,142.815,0.316
47,180866,0.579,0.645,0.653,0,9,0.0726,-7.183,0.0629,138.498,0.868
66,170453,0.043,0.577,0.936,1.74E-05,11,0.413,-2.924,0.078,168.879,0.899
51,233066,0.253,0.612,0.695,1.28E-06,1,0.102,-6.016,0.143,116.073,0.404
68,237000,0.134,0.485,0.928,2.92E-05,10,0.217,-3.451,0.445,160.165,0.348
50,102536,0.0774,0,0.56,0.963,11,0.589,-9.866,0,0,0
81,278893,0.103,0.707,0.632,1.09E-05,10,0.0841,-7.031,0.0789,97.04,0.372
55,205040,0.0588,0.855,0.568,0.104,5,0.0944,-8.2,0.105,80.027,0.291
58,208322,0.995,0.378,0.00759,0.965,10,0.0891,-28.372,0.0612,70.675,0.147
57,112200,0.811,0.71,0.712,0,7,0.109,-6.299,0.0515,128.758,0.911
34,209047,0.037,0.662,0.772,0,0,0.335,-5.131,0.0656,103.268,0.414
38,185338,0.213,0.72,0.588,0,5,0.123,-8.229,0.233,135.961,0.487
0,222213,0.768,0.75,0.47,0.532,8,0.111,-4.381,0.297,84.897,0.6
52,293613,0.0601,0.71,0.555,0,9,0.227,-5.942,0.295,109.204,0.303
54,178866,0.115,0.721,0.735,0,5,0.0499,-11.849,0.0284,127.575,0.961
26,118302,0.534,0.895,0.109,0.549,0,0.106,-13.853,0.0996,134.067,0.546
43,210240,0.135,0.476,0.596,7.01E-06,6,0.062,-7.334,0.0385,178.303,0.521
91,205040,0.0609,0.85,0.569,0.0816,5,0.1,-8.152,0.136,80.02,0.294
60,204631,0.369,0.643,0.566,0,9,0.268,-6.859,0.0334,94.948,0.305
84,205946,0.0771,0.652,0.713,1.02E-05,8,0.144,-5.311,0.0368,100.023,0.152
54,240200,0.446,0.841,0.898,5.61E-06,1,0.267,-3.439,0.236,96.059,0.862
39,426333,0.2,0.863,0.676,0.000698,11,0.0929,-9.949,0.175,111.022,0.538
54,275360,0.169,0.793,0.823,0.00104,7,0.0986,-6.39,0.0681,91.997,0.616
66,176333,0.767,0.816,0.514,0.949,10,0.0899,-8.741,0.0339,136.837,0.912
69,351693,0.00562,0.323,0.803,5.90E-05,0,0.073,-9.034,0.0408,144.271,0.54
61,188857,0.459,0.92,0.647,0.00855,0,0.0766,-8.553,0.119,105.011,0.259
72,189160,0.0297,0.724,0.865,0,4,0.0499,-2.945,0.0376,108.03,0.594
64,173925,0.125,0.71,0.563,0,7,0.196,-8.004,0.0403,101.931,0.427
66,168425,0.259,0.722,0.314,0,7,0.436,-9.82,0.11,101.722,0.924
67,235520,0.119,0.78,0.714,4.10E-06,11,0.217,-4.155,0.0382,125.924,0.666
34,248866,0.306,0.849,0.521,1.65E-06,11,0.115,-12.999,0.216,95.262,0.763
63,166653,0.00325,0.427,0.908,6.12E-05,8,0.0475,-5.399,0.165,108.681,0.617
38,166932,0.817,0.66,0.195,3.75E-05,9,0.112,-11.354,0.0423,123.719,0.206
6,164466,0.0271,0.48,0.891,3.24E-06,2,0.185,-5.001,0.0332,123.961,0.662
48,179506,0.176,0.489,0.788,7.98E-05,10,0.196,-11.654,0.0452,165.877,0.88
67,209706,0.126,0.538,0.728,0.0221,1,0.161,-7.21,0.293,188.003,0.576
7,198080,0.000735,0.495,0.747,0.000356,0,0.192,-5.302,0.0328,130.04,0.457
69,240653,0.0319,0.589,0.673,5.68E-06,7,0.108,-7.082,0.167,193.783,0.209
73,220780,0.119,0.64,0.533,0,0,0.0864,-6.596,0.0706,99.968,0.515
59,178244,4.32E-06,0.439,0.958,2.41E-06,9,0.0641,-4.236,0.0953,90.036,0.254
53,1233666,0.0787,0.345,0.795,0.00165,2,0.18,-7.44,0.108,134.141,0.189
74,201960,0.00347,0.656,0.932,0.00147,4,0.144,-3.405,0.0708,130.936,0.544
0,227810,0.181,0.832,0.744,0.00258,11,0.0612,-5.721,0.239,122.894,0.737
68,92250,0.838,0.857,0.146,0.954,4,0.109,-10.946,0.33,82.9,0.776
34,148573,0.0133,0.398,0.954,0.000218,6,0.0891,-7.373,0.0715,157.766,0.433
51,259558,0.779,0.354,0.206,0.00021,0,0.0959,-11.799,0.0365,139.056,0.202
67,188221,0.987,0.368,0.0976,0.916,8,0.105,-21.392,0.0405,64.095,0.0627
79,208226,0.968,0.441,0.379,0.262,2,0.639,-9.545,0.0449,174.118,0.105
60,225933,0.25,0.295,0.593,0,11,0.236,-7.572,0.0555,85.482,0.37
45,345053,0.293,0.457,0.582,0.000118,2,0.122,-6.553,0.0297,170.006,0.299
75,188960,0.00165,0.662,0.741,0.0303,0,0.114,-5.406,0.0334,131,0.404
91,270714,0.00947,0.487,0.789,4.05E-06,8,0.189,-3.69,0.044,150.007,0.0564
23,110106,0.35,0.464,0.717,0,3,0.357,-5.935,0.0561,95.187,0.681
55,402914,0.18,0.711,0.425,0.597,10,0.107,-13.719,0.0431,123.994,0.329
88,250840,0.161,0.684,0.811,0.000363,7,0.0871,-4.494,0.0714,87.866,0.721
59,150466,0.159,0.671,0.679,0,5,0.158,-11.237,0.142,166.726,0.82
70,316717,0.00114,0.555,0.883,0.041,2,0.868,-3.426,0.0341,125.02,0.507
